F.ID,F.ID.W,Site,Transect,Habitat,Edgedist,Season,Date,GUD,Available,Forage,Tmax,Tmin,Tmed,Urine,Precip
B3field20,B3field20spring,B,3,field,20,spring,3.28.2019,1165,1600,YES,13.778,0.222,7,no.urine,0
B3field60,B3field60spring,B,3,field,60,spring,3.28.2019,346,1600,YES,13.778,0.222,7,no.urine,0
C1woods60,C1woods60spring,C,1,woods,60,spring,3.23.2019,1570,1600,NO,5.5,-4,0.75,no.urine,0.076
C1woods20,C1woods20spring,C,1,woods,20,spring,3.23.2019,1010,1600,YES,5.5,-4,0.75,no.urine,0.076
C1edge0,C1edge0spring,C,1,edge,0,spring,3.23.2019,37,1600,YES,5.5,-4,0.75,no.urine,0.076
C1field20,C1field20spring,C,1,field,20,spring,3.23.2019,753,1600,YES,5.5,-4,0.75,no.urine,0.076
C1field60,C1field60spring,C,1,field,60,spring,3.23.2019,293,1600,YES,5.5,-4,0.75,no.urine,0.076
C2woods60,C2woods60spring,C,2,woods,60,spring,3.23.2019,1541,1600,NO,5.5,-4,0.75,no.urine,0.076
C2woods20,C2woods20spring,C,2,woods,20,spring,3.23.2019,830,1600,YES,5.5,-4,0.75,no.urine,0.076
C2edge0,C2edge0spring,C,2,edge,0,spring,3.23.2019,1438,1600,YES,5.5,-4,0.75,no.urine,0.076
C2field20,C2field20spring,C,2,field,20,spring,3.23.2019,1515,1600,YES,5.5,-4,0.75,no.urine,0.076
C2field60,C2field60spring,C,2,field,60,spring,3.23.2019,975,1600,YES,5.5,-4,0.75,no.urine,0.076
C3woods60,C3woods60spring,C,3,woods,60,spring,3.23.2019,1557,1600,NO,5.5,-4,0.75,no.urine,0.076
C3woods20,C3woods20spring,C,3,woods,20,spring,3.23.2019,1593,1600,NO,5.5,-4,0.75,no.urine,0.076
C3edge0,C3edge0spring,C,3,edge,0,spring,3.23.2019,1566,1600,NO,5.5,-4,0.75,no.urine,0.076
C3field20,C3field20spring,C,3,field,20,spring,3.23.2019,1432,1600,YES,5.5,-4,0.75,no.urine,0.076
C3field60,C3field60spring,C,3,field,60,spring,3.23.2019,1515,1600,YES,5.5,-4,0.75,no.urine,0.076
C1woods60,C1woods60spring,C,1,woods,60,spring,3.24.2019,1534,1600,NO,9.111,-4.389,2.361,no.urine,0
C1woods20,C1woods20spring,C,1,woods,20,spring,3.24.2019,666,1600,YES,9.111,-4.389,2.361,no.urine,0
C1edge0,C1edge0spring,C,1,edge,0,spring,3.24.2019,826,1600,YES,9.111,-4.389,2.361,no.urine,0
C1field20,C1field20spring,C,1,field,20,spring,3.24.2019,359,1600,YES,9.111,-4.389,2.361,no.urine,0
C1field60,C1field60spring,C,1,field,60,spring,3.24.2019,1543,1600,NO,9.111,-4.389,2.361,no.urine,0
C2woods60,C2woods60spring,C,2,woods,60,spring,3.24.2019,1128,1600,YES,9.111,-4.389,2.361,no.urine,0
C2woods20,C2woods20spring,C,2,woods,20,spring,3.24.2019,287,1600,YES,9.111,-4.389,2.361,no.urine,0
C2edge0,C2edge0spring,C,2,edge,0,spring,3.24.2019,1297,1600,YES,9.111,-4.389,2.361,no.urine,0
C2field20,C2field20spring,C,2,field,20,spring,3.24.2019,268,1600,YES,9.111,-4.389,2.361,no.urine,0
C2field60,C2field60spring,C,2,field,60,spring,3.24.2019,1271,1600,YES,9.111,-4.389,2.361,no.urine,0
C3woods60,C3woods60spring,C,3,woods,60,spring,3.24.2019,1106,1600,YES,9.111,-4.389,2.361,no.urine,0
C3woods20,C3woods20spring,C,3,woods,20,spring,3.24.2019,1082,1600,YES,9.111,-4.389,2.361,no.urine,0
C3edge0,C3edge0spring,C,3,edge,0,spring,3.24.2019,749,1600,YES,9.111,-4.389,2.361,no.urine,0
C3field20,C3field20spring,C,3,field,20,spring,3.24.2019,19,1600,YES,9.111,-4.389,2.361,no.urine,0
C3field60,C3field60spring,C,3,field,60,spring,3.24.2019,963,1600,YES,9.111,-4.389,2.361,no.urine,0
C1woods60,C1woods60spring,C,1,woods,60,spring,3.25.2019,1529,1600,NO,16.111,1.222,8.667,no.urine,0.229
C1woods20,C1woods20spring,C,1,woods,20,spring,3.25.2019,1079,1600,YES,16.111,1.222,8.667,no.urine,0.229
C1edge0,C1edge0spring,C,1,edge,0,spring,3.25.2019,1363,1600,YES,16.111,1.222,8.667,no.urine,0.229
C1field20,C1field20spring,C,1,field,20,spring,3.25.2019,556,1600,YES,16.111,1.222,8.667,no.urine,0.229
C1field60,C1field60spring,C,1,field,60,spring,3.25.2019,1420,1600,YES,16.111,1.222,8.667,no.urine,0.229
C2woods60,C2woods60spring,C,2,woods,60,spring,3.25.2019,1331,1600,YES,16.111,1.222,8.667,no.urine,0.229
C2woods20,C2woods20spring,C,2,woods,20,spring,3.25.2019,950,1600,YES,16.111,1.222,8.667,no.urine,0.229
C2edge0,C2edge0spring,C,2,edge,0,spring,3.25.2019,1499,1600,YES,16.111,1.222,8.667,no.urine,0.229
C2field20,C2field20spring,C,2,field,20,spring,3.25.2019,1375,1600,YES,16.111,1.222,8.667,no.urine,0.229
C2field60,C2field60spring,C,2,field,60,spring,3.25.2019,701,1600,YES,16.111,1.222,8.667,no.urine,0.229
C3woods60,C3woods60spring,C,3,woods,60,spring,3.25.2019,645,1600,YES,16.111,1.222,8.667,no.urine,0.229
C3woods20,C3woods20spring,C,3,woods,20,spring,3.25.2019,1098,1600,YES,16.111,1.222,8.667,no.urine,0.229
C3edge0,C3edge0spring,C,3,edge,0,spring,3.25.2019,1547,1600,NO,16.111,1.222,8.667,no.urine,0.229
C3field20,C3field20spring,C,3,field,20,spring,3.25.2019,1369,1600,YES,16.111,1.222,8.667,no.urine,0.229
C3field60,C3field60spring,C,3,field,60,spring,3.25.2019,1222,1600,YES,16.111,1.222,8.667,no.urine,0.229
C1woods60,C1woods60spring,C,1,woods,60,spring,3.26.2019,124,1600,YES,9.722,-4.611,2.556,no.urine,0
C1woods20,C1woods20spring,C,1,woods,20,spring,3.26.2019,394,1600,YES,9.722,-4.611,2.556,no.urine,0
C1edge0,C1edge0spring,C,1,edge,0,spring,3.26.2019,698,1600,YES,9.722,-4.611,2.556,no.urine,0
C1field20,C1field20spring,C,1,field,20,spring,3.26.2019,930,1600,YES,9.722,-4.611,2.556,no.urine,0
C1field60,C1field60spring,C,1,field,60,spring,3.26.2019,1161,1600,YES,9.722,-4.611,2.556,no.urine,0
C2woods60,C2woods60spring,C,2,woods,60,spring,3.26.2019,691,1600,YES,9.722,-4.611,2.556,no.urine,0
C2woods20,C2woods20spring,C,2,woods,20,spring,3.26.2019,1319,1600,YES,9.722,-4.611,2.556,no.urine,0
C2edge0,C2edge0spring,C,2,edge,0,spring,3.26.2019,1091,1600,YES,9.722,-4.611,2.556,no.urine,0
C2field20,C2field20spring,C,2,field,20,spring,3.26.2019,1145,1600,YES,9.722,-4.611,2.556,no.urine,0
C2field60,C2field60spring,C,2,field,60,spring,3.26.2019,1409,1600,YES,9.722,-4.611,2.556,no.urine,0
C3woods60,C3woods60spring,C,3,woods,60,spring,3.26.2019,994,1600,YES,9.722,-4.611,2.556,no.urine,0
C3woods20,C3woods20spring,C,3,woods,20,spring,3.26.2019,1066,1600,YES,9.722,-4.611,2.556,no.urine,0
C3edge0,C3edge0spring,C,3,edge,0,spring,3.26.2019,216,1600,YES,9.722,-4.611,2.556,no.urine,0
C3field20,C3field20spring,C,3,field,20,spring,3.26.2019,819,1600,YES,9.722,-4.611,2.556,no.urine,0
C3field60,C3field60spring,C,3,field,60,spring,3.26.2019,1093,1600,YES,9.722,-4.611,2.556,no.urine,0
C1woods60,C1woods60spring,C,1,woods,60,spring,3.27.2019,1506,1600,YES,8.722,-5.5,1.611,no.urine,0
C1woods20,C1woods20spring,C,1,woods,20,spring,3.27.2019,1334,1600,YES,8.722,-5.5,1.611,no.urine,0
C1edge0,C1edge0spring,C,1,edge,0,spring,3.27.2019,1266,1600,YES,8.722,-5.5,1.611,no.urine,0
C1field20,C1field20spring,C,1,field,20,spring,3.27.2019,778,1600,YES,8.722,-5.5,1.611,no.urine,0
C1field60,C1field60spring,C,1,field,60,spring,3.27.2019,895,1600,YES,8.722,-5.5,1.611,no.urine,0
C2woods60,C2woods60spring,C,2,woods,60,spring,3.27.2019,726,1600,YES,8.722,-5.5,1.611,no.urine,0
C2woods20,C2woods20spring,C,2,woods,20,spring,3.27.2019,1016,1600,YES,8.722,-5.5,1.611,no.urine,0
C2edge0,C2edge0spring,C,2,edge,0,spring,3.27.2019,1468,1600,YES,8.722,-5.5,1.611,no.urine,0
C2field20,C2field20spring,C,2,field,20,spring,3.27.2019,959,1600,YES,8.722,-5.5,1.611,no.urine,0
C2field60,C2field60spring,C,2,field,60,spring,3.27.2019,661,1600,YES,8.722,-5.5,1.611,no.urine,0
C3woods60,C3woods60spring,C,3,woods,60,spring,3.27.2019,1559,1600,NO,8.722,-5.5,1.611,no.urine,0
C3woods20,C3woods20spring,C,3,woods,20,spring,3.27.2019,1045,1600,YES,8.722,-5.5,1.611,no.urine,0
C3edge0,C3edge0spring,C,3,edge,0,spring,3.27.2019,1350,1600,YES,8.722,-5.5,1.611,no.urine,0
C3field20,C3field20spring,C,3,field,20,spring,3.27.2019,320,1600,YES,8.722,-5.5,1.611,no.urine,0
C3field60,C3field60spring,C,3,field,60,spring,3.27.2019,516,1600,YES,8.722,-5.5,1.611,no.urine,0
C1woods60,C1woods60spring,C,1,woods,60,spring,3.28.2019,782,1600,YES,14.611,-0.889,6.861,no.urine,0
C1woods20,C1woods20spring,C,1,woods,20,spring,3.28.2019,1425,1600,YES,14.611,-0.889,6.861,no.urine,0
C1edge0,C1edge0spring,C,1,edge,0,spring,3.28.2019,834,1600,YES,14.611,-0.889,6.861,no.urine,0
C1field20,C1field20spring,C,1,field,20,spring,3.28.2019,771,1600,YES,14.611,-0.889,6.861,no.urine,0
C1field60,C1field60spring,C,1,field,60,spring,3.28.2019,841,1600,YES,14.611,-0.889,6.861,no.urine,0
C2woods60,C2woods60spring,C,2,woods,60,spring,3.28.2019,267,1600,YES,14.611,-0.889,6.861,no.urine,0
C2woods20,C2woods20spring,C,2,woods,20,spring,3.28.2019,437,1600,YES,14.611,-0.889,6.861,no.urine,0
C2edge0,C2edge0spring,C,2,edge,0,spring,3.28.2019,1459,1600,YES,14.611,-0.889,6.861,no.urine,0
C2field20,C2field20spring,C,2,field,20,spring,3.28.2019,603,1600,YES,14.611,-0.889,6.861,no.urine,0
C2field60,C2field60spring,C,2,field,60,spring,3.28.2019,192,1600,YES,14.611,-0.889,6.861,no.urine,0
C3woods60,C3woods60spring,C,3,woods,60,spring,3.28.2019,1185,1600,YES,14.611,-0.889,6.861,no.urine,0
C3woods20,C3woods20spring,C,3,woods,20,spring,3.28.2019,893,1600,YES,14.611,-0.889,6.861,no.urine,0
C3edge0,C3edge0spring,C,3,edge,0,spring,3.28.2019,1460,1600,YES,14.611,-0.889,6.861,no.urine,0
C3field20,C3field20spring,C,3,field,20,spring,3.28.2019,1526,1600,NO,14.611,-0.889,6.861,no.urine,0
C3field60,C3field60spring,C,3,field,60,spring,3.28.2019,378,1600,YES,14.611,-0.889,6.861,no.urine,0
A1woods60,A1woods60summer,A,1,woods,60,summer,7.2.2019,1491,1600,YES,33,25.167,29.083,no.urine,0
A1woods20,A1woods20summer,A,1,woods,20,summer,7.2.2019,1085,1600,YES,33,25.167,29.083,no.urine,0
A1edge0,A1edge0summer,A,1,edge,0,summer,7.2.2019,1521,1600,YES,33,25.167,29.083,no.urine,0
A1field20,A1field20summer,A,1,field,20,summer,7.2.2019,1002,1600,YES,33,25.167,29.083,no.urine,0
A1field60,A1field60summer,A,1,field,60,summer,7.2.2019,1157,1600,YES,33,25.167,29.083,no.urine,0
A2woods60,A2woods60summer,A,2,woods,60,summer,7.2.2019,1584,1600,NO,33,25.167,29.083,no.urine,0
A2woods20,A2woods20summer,A,2,woods,20,summer,7.2.2019,1518,1600,YES,33,25.167,29.083,no.urine,0
A2edge0,A2edge0summer,A,2,edge,0,summer,7.2.2019,1457,1600,YES,33,25.167,29.083,no.urine,0
A2field20,A2field20summer,A,2,field,20,summer,7.2.2019,1509,1600,YES,33,25.167,29.083,no.urine,0
A2field60,A2field60summer,A,2,field,60,summer,7.2.2019,1243,1600,YES,33,25.167,29.083,no.urine,0
A3woods60,A3woods60summer,A,3,woods,60,summer,7.2.2019,1589,1600,NO,33,25.167,29.083,no.urine,0
A3woods20,A3woods20summer,A,3,woods,20,summer,7.2.2019,1334,1600,YES,33,25.167,29.083,no.urine,0
A3edge0,A3edge0summer,A,3,edge,0,summer,7.2.2019,1347,1600,YES,33,25.167,29.083,no.urine,0
A3field20,A3field20summer,A,3,field,20,summer,7.2.2019,700,1600,YES,33,25.167,29.083,no.urine,0
A3field60,A3field60summer,A,3,field,60,summer,7.2.2019,1330,1600,YES,33,25.167,29.083,no.urine,0
A1woods60,A1woods60summer,A,1,woods,60,summer,7.3.2019,1575,1600,NO,32.722,19.556,26.139,no.urine,0.229
A1woods20,A1woods20summer,A,1,woods,20,summer,7.3.2019,1538,1600,NO,32.722,19.556,26.139,no.urine,0.229
A1edge0,A1edge0summer,A,1,edge,0,summer,7.3.2019,1504,1600,YES,32.722,19.556,26.139,no.urine,0.229
A1field20,A1field20summer,A,1,field,20,summer,7.3.2019,1414,1600,YES,32.722,19.556,26.139,no.urine,0.229
A1field60,A1field60summer,A,1,field,60,summer,7.3.2019,1387,1600,YES,32.722,19.556,26.139,no.urine,0.229
A2woods60,A2woods60summer,A,2,woods,60,summer,7.3.2019,1579,1600,NO,32.722,19.556,26.139,no.urine,0.229
A2woods20,A2woods20summer,A,2,woods,20,summer,7.3.2019,1500,1600,YES,32.722,19.556,26.139,no.urine,0.229
A2edge0,A2edge0summer,A,2,edge,0,summer,7.3.2019,1529,1600,NO,32.722,19.556,26.139,no.urine,0.229
A2field20,A2field20summer,A,2,field,20,summer,7.3.2019,1596,1600,NO,32.722,19.556,26.139,no.urine,0.229
A2field60,A2field60summer,A,2,field,60,summer,7.3.2019,941,1600,YES,32.722,19.556,26.139,no.urine,0.229
A3woods60,A3woods60summer,A,3,woods,60,summer,7.3.2019,1490,1600,YES,32.722,19.556,26.139,no.urine,0.229
A3edge0,A3edge0summer,A,3,edge,0,summer,7.3.2019,1569,1600,NO,32.722,19.556,26.139,no.urine,0.229
A3field20,A3field20summer,A,3,field,20,summer,7.3.2019,767,1600,YES,32.722,19.556,26.139,no.urine,0.229
A3field60,A3field60summer,A,3,field,60,summer,7.3.2019,948,1600,YES,32.722,19.556,26.139,no.urine,0.229
A1woods60,A1woods60summer,A,1,woods,60,summer,7.4.2019,788,1600,YES,31.056,21.056,26.056,no.urine,0
A1woods20,A1woods20summer,A,1,woods,20,summer,7.4.2019,1467,1600,YES,31.056,21.056,26.056,no.urine,0
A1edge0,A1edge0summer,A,1,edge,0,summer,7.4.2019,1574,1600,NO,31.056,21.056,26.056,no.urine,0
A1field20,A1field20summer,A,1,field,20,summer,7.4.2019,1247,1600,YES,31.056,21.056,26.056,no.urine,0
A1field60,A1field60summer,A,1,field,60,summer,7.4.2019,1575,1600,NO,31.056,21.056,26.056,no.urine,0
A2woods60,A2woods60summer,A,2,woods,60,summer,7.4.2019,1540,1600,NO,31.056,21.056,26.056,no.urine,0
A2woods20,A2woods20summer,A,2,woods,20,summer,7.4.2019,1470,1600,YES,31.056,21.056,26.056,no.urine,0
A2edge0,A2edge0summer,A,2,edge,0,summer,7.4.2019,1532,1600,NO,31.056,21.056,26.056,no.urine,0
A2field20,A2field20summer,A,2,field,20,summer,7.4.2019,1493,1600,YES,31.056,21.056,26.056,no.urine,0
A2field60,A2field60summer,A,2,field,60,summer,7.4.2019,1293,1600,YES,31.056,21.056,26.056,no.urine,0
A3woods60,A3woods60summer,A,3,woods,60,summer,7.4.2019,1480,1600,YES,31.056,21.056,26.056,no.urine,0
A3woods20,A3woods20summer,A,3,woods,20,summer,7.4.2019,1523,1600,YES,31.056,21.056,26.056,no.urine,0
A3edge0,A3edge0summer,A,3,edge,0,summer,7.4.2019,1515,1600,YES,31.056,21.056,26.056,no.urine,0
A3field20,A3field20summer,A,3,field,20,summer,7.4.2019,1246,1600,YES,31.056,21.056,26.056,no.urine,0
A3field60,A3field60summer,A,3,field,60,summer,7.4.2019,1134,1600,YES,31.056,21.056,26.056,no.urine,0
A1woods60,A1woods60summer,A,1,woods,60,summer,7.5.2019,408,1600,YES,34.444,20.778,27.611,no.urine,0
A1woods20,A1woods20summer,A,1,woods,20,summer,7.5.2019,1540,1600,NO,34.444,20.778,27.611,no.urine,0
A1edge0,A1edge0summer,A,1,edge,0,summer,7.5.2019,1594,1600,NO,34.444,20.778,27.611,no.urine,0
A1field20,A1field20summer,A,1,field,20,summer,7.5.2019,1554,1600,NO,34.444,20.778,27.611,no.urine,0
A1field60,A1field60summer,A,1,field,60,summer,7.5.2019,1592,1600,NO,34.444,20.778,27.611,no.urine,0
A2woods60,A2woods60summer,A,2,woods,60,summer,7.5.2019,1456,1600,YES,34.444,20.778,27.611,no.urine,0
A2woods20,A2woods20summer,A,2,woods,20,summer,7.5.2019,1581,1600,NO,34.444,20.778,27.611,no.urine,0
A2edge0,A2edge0summer,A,2,edge,0,summer,7.5.2019,1457,1600,YES,34.444,20.778,27.611,no.urine,0
A2field20,A2field20summer,A,2,field,20,summer,7.5.2019,1592,1600,NO,34.444,20.778,27.611,no.urine,0
A2field60,A2field60summer,A,2,field,60,summer,7.5.2019,1072,1600,YES,34.444,20.778,27.611,no.urine,0
A3woods60,A3woods60summer,A,3,woods,60,summer,7.5.2019,1549,1600,NO,34.444,20.778,27.611,no.urine,0
A3woods20,A3woods20summer,A,3,woods,20,summer,7.5.2019,1581,1600,NO,34.444,20.778,27.611,no.urine,0
A3edge0,A3edge0summer,A,3,edge,0,summer,7.5.2019,1513,1600,YES,34.444,20.778,27.611,no.urine,0
A3field20,A3field20summer,A,3,field,20,summer,7.5.2019,1328,1600,YES,34.444,20.778,27.611,no.urine,0
A3field60,A3field60summer,A,3,field,60,summer,7.5.2019,872,1600,YES,34.444,20.778,27.611,no.urine,0
A1woods60,A1woods60summer,A,1,woods,60,summer,7.6.2019,556,1600,YES,34.167,20.889,27.528,no.urine,0.102
A1woods20,A1woods20summer,A,1,woods,20,summer,7.6.2019,1573,1600,NO,34.167,20.889,27.528,no.urine,0.102
A1edge0,A1edge0summer,A,1,edge,0,summer,7.6.2019,1565,1600,NO,34.167,20.889,27.528,no.urine,0.102
A1field20,A1field20summer,A,1,field,20,summer,7.6.2019,1345,1600,YES,34.167,20.889,27.528,no.urine,0.102
A1field60,A1field60summer,A,1,field,60,summer,7.6.2019,1193,1600,YES,34.167,20.889,27.528,no.urine,0.102
A2woods60,A2woods60summer,A,2,woods,60,summer,7.6.2019,1503,1600,YES,34.167,20.889,27.528,no.urine,0.102
A2woods20,A2woods20summer,A,2,woods,20,summer,7.6.2019,1573,1600,NO,34.167,20.889,27.528,no.urine,0.102
A2edge0,A2edge0summer,A,2,edge,0,summer,7.6.2019,1527,1600,NO,34.167,20.889,27.528,no.urine,0.102
A2field20,A2field20summer,A,2,field,20,summer,7.6.2019,1582,1600,NO,34.167,20.889,27.528,no.urine,0.102
A2field60,A2field60summer,A,2,field,60,summer,7.6.2019,1129,1600,YES,34.167,20.889,27.528,no.urine,0.102
A3woods60,A3woods60summer,A,3,woods,60,summer,7.6.2019,1418,1600,YES,34.167,20.889,27.528,no.urine,0.102
A3woods20,A3woods20summer,A,3,woods,20,summer,7.6.2019,1572,1600,NO,34.167,20.889,27.528,no.urine,0.102
A3edge0,A3edge0summer,A,3,edge,0,summer,7.6.2019,1540,1600,NO,34.167,20.889,27.528,no.urine,0.102
A3field20,A3field20summer,A,3,field,20,summer,7.6.2019,1567,1600,NO,34.167,20.889,27.528,no.urine,0.102
A3field60,A3field60summer,A,3,field,60,summer,7.6.2019,1322,1600,YES,34.167,20.889,27.528,no.urine,0.102
A1woods60,A1woods60summer,A,1,woods,60,summer,7.7.2019,143,1600,YES,30.722,21.944,26.333,no.urine,0
A1woods20,A1woods20summer,A,1,woods,20,summer,7.7.2019,1465,1600,YES,30.722,21.944,26.333,no.urine,0
A1edge0,A1edge0summer,A,1,edge,0,summer,7.7.2019,1595,1600,NO,30.722,21.944,26.333,no.urine,0
A1field20,A1field20summer,A,1,field,20,summer,7.7.2019,535,1600,YES,30.722,21.944,26.333,no.urine,0
A1field60,A1field60summer,A,1,field,60,summer,7.7.2019,1520,1600,YES,30.722,21.944,26.333,no.urine,0
A2woods60,A2woods60summer,A,2,woods,60,summer,7.7.2019,1565,1600,NO,30.722,21.944,26.333,no.urine,0
A2woods20,A2woods20summer,A,2,woods,20,summer,7.7.2019,1580,1600,NO,30.722,21.944,26.333,no.urine,0
A2edge0,A2edge0summer,A,2,edge,0,summer,7.7.2019,1480,1600,YES,30.722,21.944,26.333,no.urine,0
A2field20,A2field20summer,A,2,field,20,summer,7.7.2019,990,1600,YES,30.722,21.944,26.333,no.urine,0
A2field60,A2field60summer,A,2,field,60,summer,7.7.2019,1473,1600,YES,30.722,21.944,26.333,no.urine,0
A3woods60,A3woods60summer,A,3,woods,60,summer,7.7.2019,1488,1600,YES,30.722,21.944,26.333,no.urine,0
A3woods20,A3woods20summer,A,3,woods,20,summer,7.7.2019,1559,1600,NO,30.722,21.944,26.333,no.urine,0
A3edge0,A3edge0summer,A,3,edge,0,summer,7.7.2019,1559,1600,NO,30.722,21.944,26.333,no.urine,0
A3field20,A3field20summer,A,3,field,20,summer,7.7.2019,1563,1600,NO,30.722,21.944,26.333,no.urine,0
A3field60,A3field60summer,A,3,field,60,summer,7.7.2019,1444,1600,YES,30.722,21.944,26.333,no.urine,0
B1woods60,B1woods60summer,B,1,woods,60,summer,7.2.2019,1505,1600,YES,33,25.167,29.083,no.urine,0
B1woods20,B1woods20summer,B,1,woods,20,summer,7.2.2019,1249,1600,YES,33,25.167,29.083,no.urine,0
B1edge0,B1edge0summer,B,1,edge,0,summer,7.2.2019,55,1600,YES,33,25.167,29.083,no.urine,0
B1field20,B1field20summer,B,1,field,20,summer,7.2.2019,1542,1600,NO,33,25.167,29.083,no.urine,0
B1field60,B1field60summer,B,1,field,60,summer,7.2.2019,1435,1600,YES,33,25.167,29.083,no.urine,0
B2woods60,B2woods60summer,B,2,woods,60,summer,7.2.2019,1571,1600,NO,33,25.167,29.083,no.urine,0
B2woods20,B2woods20summer,B,2,woods,20,summer,7.2.2019,1452,1600,YES,33,25.167,29.083,no.urine,0
B2edge0,B2edge0summer,B,2,edge,0,summer,7.2.2019,1518,1600,YES,33,25.167,29.083,no.urine,0
B2field20,B2field20summer,B,2,field,20,summer,7.2.2019,1503,1600,YES,33,25.167,29.083,no.urine,0
B2field60,B2field60summer,B,2,field,60,summer,7.2.2019,745,1600,YES,33,25.167,29.083,no.urine,0
B3woods60,B3woods60summer,B,3,woods,60,summer,7.2.2019,1561,1600,NO,33,25.167,29.083,no.urine,0
B3woods20,B3woods20summer,B,3,woods,20,summer,7.2.2019,1532,1600,NO,33,25.167,29.083,no.urine,0
B3edge0,B3edge0summer,B,3,edge,0,summer,7.2.2019,1560,1600,NO,33,25.167,29.083,no.urine,0
B3field20,B3field20summer,B,3,field,20,summer,7.2.2019,1517,1600,YES,33,25.167,29.083,no.urine,0
B3field60,B3field60summer,B,3,field,60,summer,7.2.2019,1480,1600,YES,33,25.167,29.083,no.urine,0
B1woods60,B1woods60summer,B,1,woods,60,summer,7.3.2019,1566,1600,NO,32.722,19.556,26.139,no.urine,0.229
B1woods20,B1woods20summer,B,1,woods,20,summer,7.3.2019,1559,1600,NO,32.722,19.556,26.139,no.urine,0.229
B1edge0,B1edge0summer,B,1,edge,0,summer,7.3.2019,65,1600,YES,32.722,19.556,26.139,no.urine,0.229
B1field20,B1field20summer,B,1,field,20,summer,7.3.2019,1520,1600,YES,32.722,19.556,26.139,no.urine,0.229
B1field60,B1field60summer,B,1,field,60,summer,7.3.2019,1469,1600,YES,32.722,19.556,26.139,no.urine,0.229
B2woods60,B2woods60summer,B,2,woods,60,summer,7.3.2019,1589,1600,NO,32.722,19.556,26.139,no.urine,0.229
B2woods20,B2woods20summer,B,2,woods,20,summer,7.3.2019,1588,1600,NO,32.722,19.556,26.139,no.urine,0.229
B2edge0,B2edge0summer,B,2,edge,0,summer,7.3.2019,1566,1600,NO,32.722,19.556,26.139,no.urine,0.229
B2field20,B2field20summer,B,2,field,20,summer,7.3.2019,1505,1600,YES,32.722,19.556,26.139,no.urine,0.229
B2field60,B2field60summer,B,2,field,60,summer,7.3.2019,62,1600,YES,32.722,19.556,26.139,no.urine,0.229
B3woods60,B3woods60summer,B,3,woods,60,summer,7.3.2019,1575,1600,NO,32.722,19.556,26.139,no.urine,0.229
B3woods20,B3woods20summer,B,3,woods,20,summer,7.3.2019,1547,1600,NO,32.722,19.556,26.139,no.urine,0.229
B3edge0,B3edge0summer,B,3,edge,0,summer,7.3.2019,1544,1600,NO,32.722,19.556,26.139,no.urine,0.229
B3field20,B3field20summer,B,3,field,20,summer,7.3.2019,1382,1600,YES,32.722,19.556,26.139,no.urine,0.229
B3field60,B3field60summer,B,3,field,60,summer,7.3.2019,1314,1600,YES,32.722,19.556,26.139,no.urine,0.229
B1woods60,B1woods60summer,B,1,woods,60,summer,7.4.2019,1558,1600,NO,31.056,21.056,26.056,no.urine,0
B1woods20,B1woods20summer,B,1,woods,20,summer,7.4.2019,1581,1600,NO,31.056,21.056,26.056,no.urine,0
B1edge0,B1edge0summer,B,1,edge,0,summer,7.4.2019,1058,1600,YES,31.056,21.056,26.056,no.urine,0
B1field20,B1field20summer,B,1,field,20,summer,7.4.2019,1505,1600,YES,31.056,21.056,26.056,no.urine,0
B1field60,B1field60summer,B,1,field,60,summer,7.4.2019,1577,1600,NO,31.056,21.056,26.056,no.urine,0
B2woods60,B2woods60summer,B,2,woods,60,summer,7.4.2019,1494,1600,YES,31.056,21.056,26.056,no.urine,0
B2woods20,B2woods20summer,B,2,woods,20,summer,7.4.2019,1565,1600,NO,31.056,21.056,26.056,no.urine,0
B2edge0,B2edge0summer,B,2,edge,0,summer,7.4.2019,1577,1600,NO,31.056,21.056,26.056,no.urine,0
B2field20,B2field20summer,B,2,field,20,summer,7.4.2019,1568,1600,NO,31.056,21.056,26.056,no.urine,0
B2field60,B2field60summer,B,2,field,60,summer,7.4.2019,32,1600,YES,31.056,21.056,26.056,no.urine,0
B3woods60,B3woods60summer,B,3,woods,60,summer,7.4.2019,1576,1600,NO,31.056,21.056,26.056,no.urine,0
B3woods20,B3woods20summer,B,3,woods,20,summer,7.4.2019,1568,1600,NO,31.056,21.056,26.056,no.urine,0
B3edge0,B3edge0summer,B,3,edge,0,summer,7.4.2019,1562,1600,NO,31.056,21.056,26.056,no.urine,0
B3field20,B3field20summer,B,3,field,20,summer,7.4.2019,1423,1600,YES,31.056,21.056,26.056,no.urine,0
B3field60,B3field60summer,B,3,field,60,summer,7.4.2019,1287,1600,YES,31.056,21.056,26.056,no.urine,0
B1woods60,B1woods60summer,B,1,woods,60,summer,7.5.2019,1564,1600,NO,34.444,20.778,27.611,no.urine,0
B1woods20,B1woods20summer,B,1,woods,20,summer,7.5.2019,1576,1600,NO,34.444,20.778,27.611,no.urine,0
B1edge0,B1edge0summer,B,1,edge,0,summer,7.5.2019,986,1600,YES,34.444,20.778,27.611,no.urine,0
B1field20,B1field20summer,B,1,field,20,summer,7.5.2019,1435,1600,YES,34.444,20.778,27.611,no.urine,0
B1field60,B1field60summer,B,1,field,60,summer,7.5.2019,1600,1600,NO,34.444,20.778,27.611,no.urine,0
